,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
113,9/6/18 21:00,Lyman,NE,USA,Light,1 hour,"One large bright light seen in the sky west of Lyman, Nebraska. Light was seen bobbing up and down, as well as drastically veering from",9/13/18,
114,8/15/18 16:00,North Platte,NE,USA,Other,2 minutes,((HOAX??)) spoon shaped silver gray with blinking white light on it. ((anonymous report)),2/7/19,
115,7/28/18 23:10,Nebraska City,NE,USA,Oval,5 minutes,Two side by side light green orbs traveled in tandem changing orientation to top to bottom - four in total were observed.,8/10/18,
116,7/27/18 19:30,Beatrice,NE,USA,Light,1 second,Brilliant Blinding Flash.,8/10/18,
117,7/21/18 00:00,Omaha,NE,USA,Sphere,6 hours,SOUTH OMAHA LOOKS LIKE ABOVE offit air force base spinning sphere orange looks like drone. ((NUFORC Mote: Mars? PD)),8/10/18,
118,7/8/18 20:40,Omaha,NE,USA,Teardrop,30 seconds,"Greenish light going through the sky, then a burst of light out the back and took off faster then disappeared.",7/13/18,
119,7/8/18 20:30,Omaha,NE,USA,Chevron,10 seconds,Saw a UFO. ((anonymous report)),7/13/18,
120,7/8/18 18:42,Bennington,NE,USA,Flash,15 seconds,"This light came across, stopped for 1 second, then immediately bursted away.",7/13/18,
121,7/6/18 23:00,Ogalala,NE,USA,Light,~5 minutes,Two lights seeming moving in submarine like motion.,7/13/18,
122,6/5/18 23:45,Lincoln,NE,USA,Flash,30 seconds,Four short spurts across the sky until it hit the horizon. ((anonymous report)),6/7/18,
123,2/3/18 19:31,Alma,NE,USA,Cigar,25 minutes,"Looking like an airship, this thing cruised above the shoreline. ((anonymous report))",2/22/18,
124,12/10/17 00:00,Lincoln,NE,USA,Other,I was outside and look ar,I was outside and look around. The i look up and at first i thought it was a a drone but then I realized it was clear and had redish ye,12/14/17,
125,12/2/17 00:00,Dawson,NE,USA,Cylinder,4 hours,We have been seeing these bizarre objects in the sky for sometime now; between 11-3am. ((anonymous report)),12/4/17,
126,11/8/17 00:45,Omaha,NE,USA,Unknown,1100,"Line of lights that are flashing and blinking orange, yellow, green, blue. ((NUFORC Note: Possible sighting of Sirius?? PD))",11/9/17,
127,10/30/17 03:50,Omaha,NE,USA,Triangle,5:00,Triangular lighted high speed flying object,11/3/17,
128,10/21/17 14:00,Grand Island,NE,USA,Sphere,During eclipse,"I wish that I could see them, I aim camera btween the chem trails and the sun and photograph them regularly.",12/4/17,
129,10/17/17 06:13,Wellfleet,NE,USA,Unknown,1 minute,"The craft(?) was very high in the predawn sky. It was heading southerly, then stopped. Started moving again S, but kind of wiggly.",10/19/17,
130,9/29/17 12:00,La Vista,NE,USA,Cigar,2 seconds,off-white or light silver cigar shaped object drifting slowly across the sky. ((anonymous report)),10/5/17,
131,9/28/17 18:28,Papillion,NE,USA,Circle,60 minutes,UFO sighting in Papillion Nebraska on 9/28/17,10/5/17,
132,9/13/17 23:30,Kearney,NE,USA,Chevron,10 seconds,"Husband and wife witness a ""phalanx"" of lights pass overhead.",9/14/17,
133,9/8/17 10:00,Lyons,NE,USA,Oval,4.5 hours,"SHINY WHITE OBJECT IN THE SKY, VERY VISIBLE TO NAKED EYE.",9/8/17,
134,8/9/17 22:00,Mitchell,NE,USA,Flash,,"Sitting on the front porch looking at the moon, I look to the left of it and a flash of bright light happen and disappeared at very fas",8/11/17,
135,7/31/17 16:04,Bennington,NE,USA,Light,3:20,Odd star-like light seen in NW suburban Omaha during daylight hours,8/4/17,
136,7/27/17 22:20,Lincoln,NE,USA,Light,,"We were staring at the stars when a bright light flashed for approximately 2 seconds before disappearing, It seemed to have a spin to t",8/4/17,
137,7/20/17 13:18,Gretna,NE,USA,Light,7 seconds,"At approximataly 1:18 pm, I was taking a short break from work, I layed next to a corn field for shade. Looking up at the clouds I noti",7/23/17,
138,6/22/17 21:06,Omaha,NE,USA,Light,10 minutes,Red light moving rapidly across the sky in all directions at immense speed.,7/7/17,
139,6/22/17 21:00,Omaha,NE,USA,Unknown,5 minutes,Red/green light craft seen flying irregulary over Omaha. Rapid acceleration and deacceleration.,7/7/17,
140,6/16/17 20:35,La Vista,NE,USA,Rectangle,15 seconds,"During a severe storm that night, I had been watching the clouds and saw a black square/rectangle flying over an apartment complex near",6/22/17,
141,6/4/17 01:43,Omaha,NE,USA,Unknown,30 minutes+,((HOAX??)) About 1:30am I joking told some friends we were gona go to a meditation spot I knew of to try to make contact with aliens..,6/9/17,
