,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
656,7/23/18 04:50,Cape Mears,OR,USA,Orb,4 minutes,"I walked out and looked over the ocean and saw two bright orbs, about the size of a basketball, over the ocean.",8/10/18,
657,7/21/18 21:40,Beaverton,OR,USA,Sphere,20-30 seconds,Bright white round object flying in an easterly direction.,8/10/18,
658,7/20/18 22:30,Springfield,OR,USA,Light,5 minutes,"As a former professional pilot of 20 years, my friend called to my attn. a white light coming directly over his house in Springfield.",8/10/18,
659,7/19/18 22:20,Pilot Rock,OR,USA,Orb,15 minutes,"Two separate red glowing orbs traversing the sky in a NNE direction, seen 11 minutes apart.",8/10/18,
660,7/14/18 23:00,Seaside,OR,USA,Triangle,10 seconds,"Coming back from Stargazing. Then up off in the distance we saw, what appeared be, 3 balls of soft light.",7/19/18,
661,7/14/18 22:30,Pilot Rock,OR,USA,Orb,3 minutes,Glowing red orb with smaller blue orb trailing behind traversing sky at high rate of speed.,8/10/18,
662,7/14/18 13:15,Pilot Rock,OR,USA,Egg,10 minutes,Buzzed by a white egg shaped object south of Pilot Rock. ((anonymous report)),7/19/18,
663,7/14/18 12:00,Medford,OR,USA,Disk,1 minute,Hovering disc shape craft floating about 200 ft in the air,3/4/22,
664,7/13/18 22:50,Lincoln City,OR,USA,Diamond,20 minutes,"Came out of business into parking lot - walking to my pickup. Looked past it and over a motel to the west, (maybe beyond - it over ocea",6/7/19,
665,7/13/18 22:50,Lincoln City,OR,USA,Diamond,3 incidents 1st 2 mins...,"Lincoln City, Siletz Bay, and Town of Siletz, OR - late night diamond shaped objects in sky, with red and blue lights....",8/10/18,
666,7/13/18 00:30,Mulino,OR,USA,Other,30 minutes,Two odd lights in the sky to the south caught my eye as i walked outsidr to let dogs out. I called my husband out and we watched as the,7/13/18,
667,7/11/18 19:30,Bend,OR,USA,Oval,2 hours,I observed a single object at very high altitude. From my perspective it was in my Northeast direction then moved slightly Northwest.,7/19/18,
668,7/11/18 19:00,Culver/Redmond (between),OR,USA,Sphere,2 hours 15 min,Translucent white sphere shaped ball on with striation marks on it like that of a water. ((NUFORC Note: Scientific balloon?? PD)),7/13/18,
669,7/11/18 10:45,Pendleton,OR,USA,Changing,45 minutes,"White, semi-translucent objects seen over Eastern Oregon",7/13/18,
670,7/9/18 00:04,Madras (?),OR,USA,Sphere,,"Orange sphere seen by at least two people from Vancouver, Washington, off to the SE over OR. ((NUFORC Note: Mars. PD))",7/13/18,
671,7/8/18 03:30,Aloha,OR,USA,Light,1 hour,"Strange hazy, fire-like light above Aloha, footage captured",7/13/18,
672,7/5/18 21:00,Seaside,OR,USA,Circle,5 minutes,UFO leaves Earth through black hole portal.,11/24/18,
673,6/30/18 16:14,Central Point,OR,USA,Circle,5 minutes,"UFO sighting in Central Point, Oregon.",7/5/18,
674,6/27/18 21:55,Corbett,OR,USA,Light,3 minutes,3 red blinking lights moving across the sky.,6/28/18,
675,6/17/18 22:00,Beaverton,OR,USA,Unknown,2 minutes,Two large Red lights hovering and morphing in & out of sight in beaverton. ((anonymous report)),6/21/18,
676,6/15/18 08:18,Medford,OR,USA,Oval,30 seconds,"Metallic UFO in Medford, Oregon.",6/15/18,
677,6/6/18 19:30,Siletz,OR,USA,,10-12 seconds,'CLOSE ENCOUNTER OF THE THIRD KIND.',6/21/18,
678,6/6/18 00:45,Portland,OR,USA,,,Flying triangle over Portland airport.,6/21/18,
679,5/29/18 08:02,Bend,OR,USA,Other,1-3 minutes,"I was in the my back yard and noticed something moving slowly behind a tree west of my yard. A few seconds later, the object emerged on",5/31/18,
